Series ID,STATE,CATEGORY,TYPE,2011,2012,2013,2014,2015,,,,,,
CSUE5X00000033020,KANSAS,Exposure to harmful substances or environments ,LTIFR,3.9,3.3,2.8,3.5,4.6,,,,,,
CSUE5X00000033021,KENTUCKY,Exposure to harmful substances or environments ,LTIFR,5.6,4.7,4.6,5.2,4.5,,,,,,
CSUE5X00000033022,LOUISIANA,Exposure to harmful substances or environments ,LTIFR,2.6,3.6,2.5,4.3,2.7,,,,,,
CSUE5X00000033023,MAINE,Exposure to harmful substances or environments ,LTIFR,11.9,6.5,9.1,6.4,9.4,,,,,,
CSUE5X00000033024,MARYLAND,Exposure to harmful substances or environments ,LTIFR,5.0,3.6,5.5,4.3,6.7,,,,,,
CSUE5X00000033025,MASSACHUSETTS,Exposure to harmful substances or environments ,LTIFR,3.7,7.2,5.1,4.3,5.5,,,,,,
CSUE5X00000033026,MICHIGAN,Exposure to harmful substances or environments ,LTIFR,3.5,5.1,3.4,4.1,3.2,,,,,,
CSUE5X00000033027,MINNESOTA,Exposure to harmful substances or environments ,LTIFR,5.5,5.3,4.3,3.7,3.4,,,,,,
CSUE5X00000033029,MISSOURI,Exposure to harmful substances or environments ,LTIFR,4.4,3.6,3.2,2.3,2.1,,,,,,
CSUE5X00000033030,MONTANA,Exposure to harmful substances or environments ,LTIFR,3.6,6.3,6.7,5.0,4.1,,,,,,
CSUE5X00000033031,NEBRASKA,Exposure to harmful substances or environments ,LTIFR,9.7,5.6,3.9,3.4,4.6,,,,,,
CSUE5X00000033032,NEVADA,Exposure to harmful substances or environments ,LTIFR,4.2,6.2,4.7,3.4,4.2,,,,,,
CSUE5X00000033034,NEW JERSEY,Exposure to harmful substances or environments ,LTIFR,4.7,4.7,3.5,4.0,5.0,,,,,,
CSUE5X00000033035,NEW MEXICO,Exposure to harmful substances or environments ,LTIFR,2.7,4.3,5.0,2.5,3.5,,,,,,
CSUE5X00000033036,NEW YORK,Exposure to harmful substances or environments ,LTIFR,4.6,6.2,6.2,4.1,6.7,,,,,,
CSUE5X00000033037,NORTH CAROLINA,Exposure to harmful substances or environments ,LTIFR,4.5,3.7,3.8,3.6,3.4,,,,,,
CSUE5X00000033039,OHIO,Exposure to harmful substances or environments ,LTIFR,,4.0,4.5,3.2,4.3,,,,,,
CSUE5X00000033040,OKLAHOMA,Exposure to harmful substances or environments ,LTIFR,6.5,5.4,,,,,,,,,
CSUE5X00000033041,OREGON,Exposure to harmful substances or environments ,LTIFR,5.1,4.9,5.5,4.1,4.5,,,,,,
CSUE5X00000033042,PENNSYLVANIA,Exposure to harmful substances or environments ,LTIFR,4.8,6.5,4.6,3.4,5.2,,,,,,
CSUE5X00000033043,PUERTO RICO,Exposure to harmful substances or environments ,LTIFR,33.7,38.5,25.9,36.2,29.1,,,,,,
CSUE5X00000033045,SOUTH CAROLINA,Exposure to harmful substances or environments ,LTIFR,5.2,4.2,5.1,4.1,5.1,,,,,,
CSUE5X00000033047,TENNESSEE,Exposure to harmful substances or environments ,LTIFR,4.3,3.4,3.4,3.2,3.6,,,,,,
CSUE5X00000033048,TEXAS,Exposure to harmful substances or environments ,LTIFR,3.8,3.7,3.6,2.8,2.8,,,,,,
CSUE5X00000033049,UTAH,Exposure to harmful substances or environments ,LTIFR,2.3,2.7,3.0,7.1,3.1,,,,,,
CSUE5X00000033050,VERMONT,Exposure to harmful substances or environments ,LTIFR,6.0,6.1,3.9,8.3,5.1,,,,,,
CSUE5X00000033051,VIRGINIA,Exposure to harmful substances or environments ,LTIFR,8.3,5.1,3.3,3.1,3.7,,,,,,
CSUE5X00000033053,WASHINGTON,Exposure to harmful substances or environments ,LTIFR,5.6,6.5,5.6,4.5,5.2,,,,,,
CSUE5X00000033054,WEST VIRGINIA,Exposure to harmful substances or environments ,LTIFR,6.2,6.2,5.5,6.2,5.6,,,,,,
CSUE5X00000033055,WISCONSIN,Exposure to harmful substances or environments ,LTIFR,4.0,5.2,4.0,4.7,4.4,,,,,,
CSUE5X00000033056,WYOMING,Exposure to harmful substances or environments ,LTIFR,4.0,3.4,5.9,7.7,4.4,,,,,,
CSUE6X00000033000,US,Contact with object or equipment ,LTIFR,26.6,25.4,25.3,23.8,24.3,,,,,,
CSUE6X00000033001,ALABAMA,Contact with object or equipment ,LTIFR,28.0,28.5,25.5,18.9,21.9,,,,,,
CSUE6X00000033002,ALASKA,Contact with object or equipment ,LTIFR,38.2,33.8,32.5,34.4,29.1,,,,,,
CSUE6X00000033004,ARIZONA,Contact with object or equipment ,LTIFR,19.7,20.6,22.6,19.3,22.7,,,,,,
CSUE6X00000033005,ARKANSAS,Contact with object or equipment ,LTIFR,21.7,20.6,18.4,13.8,16.1,,,,,,
CSUE6X00000033006,CALIFORNIA,Contact with object or equipment ,LTIFR,26.2,26.0,28.0,26.4,27.2,,,,,,
CSUE6X00000033009,CONNECTICUT,Contact with object or equipment ,LTIFR,33.7,36.5,30.1,32.2,27.9,,,,,,
CSUE6X00000033010,DELAWARE,Contact with object or equipment ,LTIFR,27.0,28.9,24.9,19.5,21.3,,,,,,
CSUE6X00000033011,DISTRICT OF COLUMBIA,Contact with object or equipment ,LTIFR,19.6,17.1,15.3,17.9,16.6,,,,,,
CSUE6X00000033013,GEORGIA,Contact with object or equipment ,LTIFR,18.3,17.8,17.6,20.9,19.4,,,,,,
CSUE6X00000033015,HAWAII,Contact with object or equipment ,LTIFR,47.0,53.7,53.6,50.3,41.1,,,,,,
CSUE6X00000033017,ILLINOIS,Contact with object or equipment ,LTIFR,25.8,26.1,22.9,21.8,22.9,,,,,,
CSUE6X00000033018,INDIANA,Contact with object or equipment ,LTIFR,22.5,21.1,18.4,19.0,21.5,,,,,,
CSUE6X00000033019,IOWA,Contact with object or equipment ,LTIFR,33.5,28.0,27.9,20.4,26.9,,,,,,
CSUE6X00000033020,KANSAS,Contact with object or equipment ,LTIFR,27.5,22.7,19.9,21.0,15.3,,,,,,
CSUE6X00000033021,KENTUCKY,Contact with object or equipment ,LTIFR,31.9,28.7,27.9,25.2,24.7,,,,,,
CSUE6X00000033022,LOUISIANA,Contact with object or equipment ,LTIFR,21.7,19.5,21.6,14.1,16.2,,,,,,
CSUE6X00000033023,MAINE,Contact with object or equipment ,LTIFR,32.4,29.1,33.5,25.1,30.7,,,,,,
CSUE6X00000033024,MARYLAND,Contact with object or equipment ,LTIFR,31.3,31.7,32.3,27.3,29.2,,,,,,
CSUE6X00000033025,MASSACHUSETTS,Contact with object or equipment ,LTIFR,34.9,33.2,27.5,27.7,30.2,,,,,,
CSUE6X00000033026,MICHIGAN,Contact with object or equipment ,LTIFR,24.7,24.2,26.2,22.0,20.5,,,,,,
CSUE6X00000033027,MINNESOTA,Contact with object or equipment ,LTIFR,21.6,23.8,21.8,21.0,23.3,,,,,,
CSUE6X00000033029,MISSOURI,Contact with object or equipment ,LTIFR,16.2,19.2,19.7,21.9,16.9,,,,,,
CSUE6X00000033030,MONTANA,Contact with object or equipment ,LTIFR,29.8,32.4,27.6,28.2,31.5,,,,,,
CSUE6X00000033031,NEBRASKA,Contact with object or equipment ,LTIFR,21.7,26.4,23.6,20.7,19.2,,,,,,
CSUE6X00000033032,NEVADA,Contact with object or equipment ,LTIFR,30.2,27.9,25.6,31.2,27.5,,,,,,
CSUE6X00000033034,NEW JERSEY,Contact with object or equipment ,LTIFR,31.5,34.0,29.7,29.8,28.2,,,,,,
CSUE6X00000033035,NEW MEXICO,Contact with object or equipment ,LTIFR,32.8,25.4,17.6,24.1,27.7,,,,,,
CSUE6X00000033036,NEW YORK,Contact with object or equipment ,LTIFR,42.6,35.5,35.8,32.8,37.1,,,,,,
CSUE6X00000033037,NORTH CAROLINA,Contact with object or equipment ,LTIFR,20.8,19.3,19.7,17.7,17.8,,,,,,
CSUE6X00000033039,OHIO,Contact with object or equipment ,LTIFR,,18.0,18.7,23.8,21.7,,,,,,
CSUE6X00000033040,OKLAHOMA,Contact with object or equipment ,LTIFR,26.8,26.4,,,,,,,,,
CSUE6X00000033041,OREGON,Contact with object or equipment ,LTIFR,27.9,28.2,29.9,34.6,31.9,,,,,,
CSUE6X00000033042,PENNSYLVANIA,Contact with object or equipment ,LTIFR,26.2,24.4,23.0,21.5,30.7,,,,,,
CSUE6X00000033043,PUERTO RICO,Contact with object or equipment ,LTIFR,69.9,58.4,61.0,62.8,58.2,,,,,,
CSUE6X00000033045,SOUTH CAROLINA,Contact with object or equipment ,LTIFR,24.3,22.5,24.3,20.2,23.1,,,,,,
CSUE6X00000033047,TENNESSEE,Contact with object or equipment ,LTIFR,18.8,19.8,18.4,18.0,18.8,,,,,,
CSUE6X00000033048,TEXAS,Contact with object or equipment ,LTIFR,21.4,18.5,19.3,17.4,15.4,,,,,,
CSUE6X00000033049,UTAH,Contact with object or equipment ,LTIFR,19.3,14.5,20.6,16.1,17.3,,,,,,
CSUE6X00000033050,VERMONT,Contact with object or equipment ,LTIFR,28.6,30.3,30.5,30.2,32.6,,,,,,
CSUE6X00000033051,VIRGINIA,Contact with object or equipment ,LTIFR,25.1,24.9,26.0,21.2,19.3,,,,,,
CSUE6X00000033053,WASHINGTON,Contact with object or equipment ,LTIFR,39.2,32.6,35.4,35.7,34.4,,,,,,
CSUE6X00000033054,WEST VIRGINIA,Contact with object or equipment ,LTIFR,43.9,43.0,33.7,34.4,28.7,,,,,,
CSUE6X00000033055,WISCONSIN,Contact with object or equipment ,LTIFR,24.3,26.1,22.7,26.3,21.6,,,,,,
CSUE6X00000033056,WYOMING,Contact with object or equipment ,LTIFR,36.4,30.6,28.3,24.6,24.9,,,,,,
CSUE7X00000033000,US,Overexertion and bodily reaction ,LTIFR,40.8,39.4,37.7,35.6,33.9,,,,,,
CSUE7X00000033001,ALABAMA,Overexertion and bodily reaction ,LTIFR,31.1,25.2,25.3,22.8,26.8,,,,,,
CSUE7X00000033002,ALASKA,Overexertion and bodily reaction ,LTIFR,63.6,62.8,55.8,59.4,56.0,,,,,,
CSUE7X00000033004,ARIZONA,Overexertion and bodily reaction ,LTIFR,32.5,34.1,32.2,27.4,32.3,,,,,,
CSUE7X00000033005,ARKANSAS,Overexertion and bodily reaction ,LTIFR,29.1,23.2,24.1,18.9,18.9,,,,,,
CSUE7X00000033006,CALIFORNIA,Overexertion and bodily reaction ,LTIFR,48.4,49.8,50.6,47.3,44.2,,,,,,
CSUE7X00000033009,CONNECTICUT,Overexertion and bodily reaction ,LTIFR,59.5,59.2,60.2,54.0,53.5,,,,,,
CSUE7X00000033010,DELAWARE,Overexertion and bodily reaction ,LTIFR,38.6,33.5,35.0,28.2,27.0,,,,,,
CSUE7X00000033011,DISTRICT OF COLUMBIA,Overexertion and bodily reaction ,LTIFR,19.0,20.7,20.7,16.5,15.5,,,,,,
CSUE7X00000033013,GEORGIA,Overexertion and bodily reaction ,LTIFR,41.8,24.2,24.7,27.6,26.4,,,,,,
CSUE7X00000033015,HAWAII,Overexertion and bodily reaction ,LTIFR,74.5,75.4,77.4,75.5,69.6,,,,,,
CSUE7X00000033017,ILLINOIS,Overexertion and bodily reaction ,LTIFR,40.4,39.1,40.5,35.5,35.1,,,,,,
CSUE7X00000033018,INDIANA,Overexertion and bodily reaction ,LTIFR,30.4,33.1,29.6,26.4,29.9,,,,,,
CSUE7X00000033019,IOWA,Overexertion and bodily reaction ,LTIFR,45.9,40.3,40.4,39.0,32.1,,,,,,
CSUE7X00000033020,KANSAS,Overexertion and bodily reaction ,LTIFR,33.5,33.1,29.9,33.9,27.0,,,,,,
CSUE7X00000033021,KENTUCKY,Overexertion and bodily reaction ,LTIFR,48.6,44.0,42.2,38.1,37.1,,,,,,
CSUE7X00000033022,LOUISIANA,Overexertion and bodily reaction ,LTIFR,24.0,22.0,27.6,19.5,22.2,,,,,,
CSUE7X00000033023,MAINE,Overexertion and bodily reaction ,LTIFR,62.2,57.8,56.7,55.4,53.5,,,,,,
CSUE7X00000033024,MARYLAND,Overexertion and bodily reaction ,LTIFR,38.6,37.9,36.5,30.7,31.9,,,,,,
CSUE7X00000033025,MASSACHUSETTS,Overexertion and bodily reaction ,LTIFR,48.8,49.8,47.4,43.0,41.2,,,,,,
CSUE7X00000033026,MICHIGAN,Overexertion and bodily reaction ,LTIFR,36.0,41.1,35.6,31.9,28.4,,,,,,
CSUE7X00000033027,MINNESOTA,Overexertion and bodily reaction ,LTIFR,42.4,40.7,39.5,39.8,36.7,,,,,,
CSUE7X00000033029,MISSOURI,Overexertion and bodily reaction ,LTIFR,26.1,24.2,24.6,22.4,23.4,,,,,,
CSUE7X00000033030,MONTANA,Overexertion and bodily reaction ,LTIFR,70.2,60.6,61.6,45.9,54.4,,,,,,
CSUE7X00000033031,NEBRASKA,Overexertion and bodily reaction ,LTIFR,34.5,41.8,36.1,34.8,27.7,,,,,,
CSUE7X00000033032,NEVADA,Overexertion and bodily reaction ,LTIFR,33.1,38.9,36.5,36.1,33.3,,,,,,
CSUE7X00000033034,NEW JERSEY,Overexertion and bodily reaction ,LTIFR,43.8,46.9,38.6,39.5,34.4,,,,,,
CSUE7X00000033035,NEW MEXICO,Overexertion and bodily reaction ,LTIFR,41.7,25.7,31.6,27.8,31.9,,,,,,
CSUE7X00000033036,NEW YORK,Overexertion and bodily reaction ,LTIFR,57.8,53.7,52.7,46.0,47.8,,,,,,
CSUE7X00000033037,NORTH CAROLINA,Overexertion and bodily reaction ,LTIFR,24.9,25.4,21.6,21.3,19.7,,,,,,
CSUE7X00000033039,OHIO,Overexertion and bodily reaction ,LTIFR,,30.3,25.5,29.5,26.1,,,,,,
CSUE7X00000033040,OKLAHOMA,Overexertion and bodily reaction ,LTIFR,42.8,42.6,,,,,,,,,
CSUE7X00000033041,OREGON,Overexertion and bodily reaction ,LTIFR,54.5,64.5,56.4,52.5,52.9,,,,,,
CSUE7X00000033042,PENNSYLVANIA,Overexertion and bodily reaction ,LTIFR,42.8,35.8,34.4,35.2,34.9,,,,,,
CSUE7X00000033043,PUERTO RICO,Overexertion and bodily reaction ,LTIFR,164.2,131.6,144.9,117.7,116.8,,,,,,
CSUE7X00000033045,SOUTH CAROLINA,Overexertion and bodily reaction ,LTIFR,38.0,26.5,27.0,25.3,22.9,,,,,,
CSUE7X00000033047,TENNESSEE,Overexertion and bodily reaction ,LTIFR,35.3,35.7,33.9,29.1,26.7,,,,,,
CSUE7X00000033048,TEXAS,Overexertion and bodily reaction ,LTIFR,26.8,23.4,21.3,19.2,17.7,,,,,,
CSUE7X00000033049,UTAH,Overexertion and bodily reaction ,LTIFR,20.9,26.7,26.4,18.1,21.6,,,,,,
CSUE7X00000033050,VERMONT,Overexertion and bodily reaction ,LTIFR,52.4,52.1,57.5,58.3,55.4,,,,,,
CSUE7X00000033051,VIRGINIA,Overexertion and bodily reaction ,LTIFR,29.1,27.8,26.5,28.5,22.9,,,,,,
CSUE7X00000033053,WASHINGTON,Overexertion and bodily reaction ,LTIFR,74.9,73.7,69.4,64.0,58.5,,,,,,
CSUE7X00000033054,WEST VIRGINIA,Overexertion and bodily reaction ,LTIFR,62.3,57.1,52.7,51.5,41.2,,,,,,
CSUE7X00000033055,WISCONSIN,Overexertion and bodily reaction ,LTIFR,49.0,45.0,40.8,42.0,38.7,,,,,,
CSUE7X00000033056,WYOMING,Overexertion and bodily reaction ,LTIFR,42.7,46.3,41.3,42.6,40.6,,,,,,
CSUEXX00000033000,US,Others,LTIFR,1.3,1.3,1.0,1.5,0.5,,,,,,
CSUEXX00000033001,ALABAMA,Others,LTIFR,1.1,1.3,1.8,0.9,1.4,,,,,,
CSUEXX00000033002,ALASKA,Others,LTIFR,1.7,0.6,,,,,,,,,
CSUEXX00000033004,ARIZONA,Others,LTIFR,,0.4,0.6,1.7,0.4,,,,,,
CSUEXX00000033005,ARKANSAS,Others,LTIFR,,,0.2,,,,,,,,
CSUEXX00000033006,CALIFORNIA,Others,LTIFR,3.3,4.3,2.4,2.6,1.7,,,,,,
CSUEXX00000033009,CONNECTICUT,Others,LTIFR,1.8,3.5,2.1,1.2,0.8,,,,,,
CSUEXX00000033010,DELAWARE,Others,LTIFR,2.4,2.1,0.8,1.3,1.2,,,,,,
CSUEXX00000033011,DISTRICT OF COLUMBIA,Others,LTIFR,19.9,18.2,3.8,2.9,0.8,,,,,,
CSUEXX00000033013,GEORGIA,Others,LTIFR,2.1,0.9,0.4,1.2,0.9,,,,,,
CSUEXX00000033015,HAWAII,Others,LTIFR,7.3,8.1,4.6,2.4,2.5,,,,,,
CSUEXX00000033017,ILLINOIS,Others,LTIFR,1.5,2.1,0.8,0.9,1.1,,,,,,
CSUEXX00000033018,INDIANA,Others,LTIFR,1.3,1.0,1.5,0.5,0.3,,,,,,
CSUEXX00000033019,IOWA,Others,LTIFR,0.2,0.2,0.4,0.2,1.0,,,,,,
CSUEXX00000033020,KANSAS,Others,LTIFR,0.4,0.7,0.7,1.1,0.3,,,,,,
CSUEXX00000033021,KENTUCKY,Others,LTIFR,0.2,1.7,0.3,,,,,,,,
CSUEXX00000033022,LOUISIANA,Others,LTIFR,9.0,4.3,2.1,2.7,0.9,,,,,,
CSUEXX00000033023,MAINE,Others,LTIFR,4.3,1.7,2.3,1.5,,,,,,,
CSUEXX00000033024,MARYLAND,Others,LTIFR,0.5,0.4,0.4,16.5,1.2,,,,,,
CSUEXX00000033025,MASSACHUSETTS,Others,LTIFR,5.5,2.1,4.1,26.3,3.0,,,,,,
CSUEXX00000033026,MICHIGAN,Others,LTIFR,1.8,1.5,0.8,0.7,0.4,,,,,,
CSUEXX00000033027,MINNESOTA,Others,LTIFR,0.8,1.0,1.3,0.8,0.8,,,,,,
CSUEXX00000033029,MISSOURI,Others,LTIFR,3.3,8.5,3.2,6.6,1.2,,,,,,
CSUEXX00000033030,MONTANA,Others,LTIFR,2.7,0.9,1.2,,0.5,,,,,,
CSUEXX00000033031,NEBRASKA,Others,LTIFR,4.7,0.5,0.9,0.3,0.4,,,,,,
CSUEXX00000033032,NEVADA,Others,LTIFR,0.4,0.6,1.0,0.5,0.4,,,,,,
CSUEXX00000033034,NEW JERSEY,Others,LTIFR,1.9,1.1,2.9,1.1,0.2,,,,,,
CSUEXX00000033035,NEW MEXICO,Others,LTIFR,0.9,5.3,,,,,,,,,
CSUEXX00000033036,NEW YORK,Others,LTIFR,0.2,0.7,0.3,2.3,0.2,,,,,,
CSUEXX00000033037,NORTH CAROLINA,Others,LTIFR,0.6,1.0,2.3,1.4,0.7,,,,,,
CSUEXX00000033039,OHIO,Others,LTIFR,,1.3,0.4,1.0,0.2,,,,,,
CSUEXX00000033040,OKLAHOMA,Others,LTIFR,1.8,1.0,,,,,,,,,
CSUEXX00000033041,OREGON,Others,LTIFR,3.2,1.0,2.6,2.0,0.6,,,,,,
CSUEXX00000033042,PENNSYLVANIA,Others,LTIFR,1.0,1.1,1.9,1.1,1.7,,,,,,
CSUEXX00000033043,PUERTO RICO,Others,LTIFR,4.6,7.3,0.9,0.8,1.6,,,,,,
CSUEXX00000033045,SOUTH CAROLINA,Others,LTIFR,0.7,0.5,0.2,,,,,,,,
CSUEXX00000033047,TENNESSEE,Others,LTIFR,,0.1,1.3,0.3,,,,,,,
CSUEXX00000033048,TEXAS,Others,LTIFR,0.6,0.1,0.2,0.1,0.2,,,,,,
CSUEXX00000033049,UTAH,Others,LTIFR,0.4,0.5,0.3,0.3,0.2,,,,,,
CSUEXX00000033050,VERMONT,Others,LTIFR,1.8,0.8,,0.7,,,,,,,
CSUEXX00000033051,VIRGINIA,Others,LTIFR,0.4,0.3,0.8,0.5,0.6,,,,,,
CSUEXX00000033053,WASHINGTON,Others,LTIFR,0.1,0.8,1.7,1.6,2.2,,,,,,
CSUEXX00000033054,WEST VIRGINIA,Others,LTIFR,2.4,3.5,2.1,1.0,0.6,,,,,,
CSUEXX00000033055,WISCONSIN,Others,LTIFR,0.5,0.4,0.8,0.4,0.1,,,,,,
CSUEXX00000033056,WYOMING,Others,LTIFR,,0.7,,,,,,,,,
